Timestamp;Goal x;Goal y;Goal z;Goal roll;Goal pitch;Goal yaw;shoulder_pan_joint;shoulder_lift_joint;elbow_joint;wrist_1_joint;wrist_2_joint;wrist_3_joint;measurement_temperature;measurement_x;measurement_y;measurement_z;measurement_rx;measurement_ry;measurement_rz
20200714164739;0,8;0,6;0,6;1,5708;1,39626;1,5708;-2,16041;-2,06365;-1,40215;0,325324;0,588342;0,172401;23,6800003051758;1689,0901;-1660,3337;-715,94032;-90,56346;-59,72309;-81,294286
20200714164752;0,8;0,6;0,6;1,5708;1,7453299999999998;1,5708;-2,16026;-2,06333;-1,40241;0,324151;0,587671;-0,17537;23,6800003051758;1689,2674;-1660,2465;-715,92614;-90,659291;-59,66284;-101,3053
20200714164759;0,8;0,6;0,6;1,5708;1,91986;1,5708;-2,16045;-2,0630900000000003;-1,40251;0,32305;0,588258;-0,349433;23,6800003051758;1689,2233;-1660,0876;-715,86646;-90,725018;-59,664851;-111,44473
20200714164806;0,8;0,6;0,6;1,5708;2,0944;1,5708;-2,16048;-2,06297;-1,40277;0,323098;0,588642;-0,5232;23,6800003051758;1689,269;-1660,0707;-715,95762;-90,739907;-59,66622;-121,37266
20200714164813;0,8;0,6;0,6;1,5708;2,26893;1,5708;-2,16047;-2,06286;-1,4029200000000002;0,323218;0,58887;-0,697326;23,6800003051758;1689,3593;-1660,0242;-715,8708799999998;-90,716082;-59,66517;-131,34022
20200714164828;0,8;0,6;0,6;1,5708;1,5708;1,39626;-2,14094;-2,10686;-1,33445;0,29752;0,393966;0,00134074;23,6800003051758;1687,6969;-1662,2687;-715,41719;-90,361403;-49,634394;-90,92254
20200714164832;0,8;0,6;0,6;1,5708;1,5708;1,43117;-2,14411;-2,09782;-1,3489;0,303863;0,432013;2,39685e-05;23,6800003051758;1688,0125;-1661,8532;-715,7639;-90,398609;-51,655241;-91,028279
20200714164837;0,8;0,6;0,6;1,5708;1,5708;1,4660799999999998;-2,14776;-2,08948;-1,36238;0,312337;0,470274;-0,00264436;23,6800003051758;1688,3364;-1661,4079;-715,82754;-90,323603;-53,653761;-90,959111
20200714164841;0,8;0,6;0,6;1,5708;1,5708;1,50098;-2,15164;-2,0797;-1,37701;0,313977;0,510392;0,000407089;23,6800003051758;1688,6087;-1661,0982;-715,7375599999998;-90,541724;-55,741597;-91,122183
20200714164845;0,8;0,6;0,6;1,5708;1,5708;1,53589;-2,15576;-2,0720400000000003;-1,3895;0,321506;0,548132;-0,00308687;23,6800003051758;1688,9221;-1660,6784;-715,9491;-90,470713;-57,678753;-91,148898
20200714164854;0,8;0,6;0,6;1,5708;1,5708;1,6057;-2,16523;-2,05527;-1,41441;0,326485;0,627566;-0,0002268;23,6800003051758;1689,4729;-1659,6534;-715,89664;-90,855088;-61,68249300000001;-91,475637
20200714164859;0,8;0,6;0,6;1,5708;1,5708;1,64061;-2,17049;-2,04767;-1,4260700000000002;0,331081;0,669091;-0,0005858580000000001;23,6800003051758;1689,7558;-1659,1662;-715,91267;-90,939245;-63,73574300000001;-91,550111
20200714164903;0,8;0,6;0,6;1,5708;1,5708;1,67552;-2,17577;-2,04067;-1,43664;0,33420500000000003;0,709113;8,38896e-05;23,6800003051758;1690,0406;-1658,6239;-715,96542;-91,119361;-65,682183;-91,700449
20200714164907;0,8;0,6;0,6;1,5708;1,5708;1,71042;-2,18175;-2,03393;-1,44681;0,33788;0,75044;0,000107858;23,6800003051758;1690,2315;-1657,9637;-715,8965900000002;-91,247648;-67,701175;-91,809936
20200714164938;0,8;0,6;0,5;1,22173;1,5708;1,5708;-2,22174;-2,07143;-1,5810799999999998;0,511061;0,998541;-0,00123245;23,6800003051758;1691,7799;-1653,8512;-815,15047;-92,734242;-79,633215;-93,260111
20200714164947;0,8;0,6;0,5;1,39626;1,5708;1,5708;-2,18743;-2,09452;-1,54391;0,496017;0,7896770000000001;-0,000131432;23,6800003051758;1691,2544;-1656,5956;-815,27872;-91,25284;-69,598156;-91,778695
20200714164956;0,8;0,6;0,5;1,5708;1,5708;1,5708;-2,16058;-2,12707;-1,49116;0,475636;0,5897220000000001;-5,94298e-05;23,6800003051758;1690,0154;-1659,2205;-815,1985;-90,637683;-59,748116;-91,203246
20200714165005;0,8;0,6;0,5;1,7453299999999998;1,5708;1,5708;-2,14087;-2,1680200000000003;-1,42379;0,448888;0,39429;0,000131826;23,6800003051758;1688,7125;-1661,2487;-815,00584;-90,301933;-49,624493;-90,893682
20200714165020;0,8;0,6;0,5;1,5708;0,8726649999999999;1,5708;-2,16045;-2,12701;-1,49116;0,4748350000000001;0,58863;0,6976899999999999;23,6800003051758;1690,0026;-1659,3388;-815,07252;-90,593865;-59,766854;-51,260671
20200714165027;0,8;0,6;0,5;1,5708;1,0472;1,5708;-2,16048;-2,12775;-1,4905700000000002;0,477563;0,588414;0,521682;23,6800003051758;1689,9733;-1659,2858;-815,15933;-90,45912;-59,740723;-61,085073
20200714165034;0,8;0,6;0,5;1,5708;1,22173;1,5708;-2,16071;-2,1266700000000003;-1,49157;0,4750140000000001;0,590167;0,349644;23,6800003051758;1690,0394;-1659,1847;-815,13162;-90,6524;-59,812221;-71,287594
20200714165041;0,8;0,6;0,5;1,5708;1,39626;1,5708;-2,16039;-2,12732;-1,49087;0,475541;0,588294;0,17411300000000002;23,6800003051758;1690,0189;-1659,2555;-815,21942;-90,625941;-59,70544200000001;-81,306963
20200714165054;0,8;0,6;0,5;1,5708;1,7453299999999998;1,5708;-2,16032;-2,12738;-1,49072;0,475505;0,587611;-0,173276;23,6800003051758;1690,1021;-1659,1811;-815,2285;-90,648081;-59,642712;-101,17464
20200714165101;0,8;0,6;0,5;1,5708;1,91986;1,5708;-2,16053;-2,12699;-1,49118;0,47499;0,589266;-0,348499;23,6800003051758;1690,1111;-1659,1198;-815,16519;-90,682312;-59,719227;-111,32516
20200714165108;0,8;0,6;0,5;1,5708;2,0944;1,5708;-2,16055;-2,12695;-1,49141;0,475361;0,589446;-0,521824;23,6800003051758;1690,2141;-1659,0265;-815,21461;-90,681389;-59,695925;-121,2085
20200714165115;0,8;0,6;0,5;1,5708;2,26893;1,5708;-2,16054;-2,1274900000000003;-1,49108;0,4783770000000001;0,590191;-0,699445;23,6800003051758;1690,2282;-1659,0672;-815,21483;-90,496739;-59,725963;-131,1131
20200714165130;0,8;0,6;0,5;1,5708;1,5708;1,39626;-2,14089;-2,16885;-1,42278;0,4522270000000001;0,393918;-0,00390083;23,6800003051758;1688,6889;-1661,2309;-814,96302;-90,184361;-49,624619;-90,817777
20200714165134;0,8;0,6;0,5;1,5708;1,5708;1,43117;-2,14412;-2,15909;-1,43845;0,4536270000000001;0,432097;0,0002277;23,6800003051758;1689,102;-1660,7908;-815,04235;-90,397351;-51,655682;-91,019068
20200714165139;0,8;0,6;0,5;1,5708;1,5708;1,4660799999999998;-2,14776;-2,15147;-1,45141;0,462592;0,4704060000000001;-0,00269205;23,6800003051758;1689,2862;-1660,3381;-815,14705;-90,310343;-53,653651;-90,95437
20200714165143;0,8;0,6;0,5;1,5708;1,5708;1,50098;-2,1514900000000003;-2,14279;-1,46535;0,464925;0,508892;-0,00044233;23,6800003051758;1689,5891;-1660,0441;-815,1923;-90,514901;-55,645988;-91,135909
20200714165147;0,8;0,6;0,5;1,5708;1,5708;1,53589;-2,15578;-2,13462;-1,4789;0,470371;0,549309;0,00112502;23,6800003051758;1689,9052;-1659,6899;-815,2045400000002;-90,580489;-57,728198;-91,098081
20200714165156;0,8;0,6;0,5;1,5708;1,5708;1,6057;-2,1650400000000003;-2,12039;-1,5024;0,4808310000000001;0,627158;-0,0013879;23,6800003051758;1690,4036;-1658,7023;-815,30611;-90,681909;-61,656641;-91,289502
20200714165201;0,8;0,6;0,5;1,5708;1,5708;1,64061;-2,1704;-2,11332;-1,51401;0,4855100000000001;0,668071;-0,0013879;23,6800003051758;1690,6511;-1658,0756;-815,3294;-90,767125;-63,67376;-91,360893
