Timestamp;Goal x;Goal y;Goal z;Goal roll;Goal pitch;Goal yaw;shoulder_pan_joint;shoulder_lift_joint;elbow_joint;wrist_1_joint;wrist_2_joint;wrist_3_joint;measurement_temperature;measurement_x;measurement_std_x;measurement_y;measurement_std_y;measurement_z;measurement_std_z;measurement_rx;measurement_std_rx;measurement_ry;measurement_std_ry;measurement_rz;measurement_std_rz
2,02011E+13;0,2;-0,4;0,8;3,14159;1,5708;1,74533;-1,56451;-0,231918;-2,09504;-0,814583;-1,40343;-0,000873391;21,99250031;187,92969;0,0043921;-3274,5074;0,0038382;-426,15184;0,010535;-90,113978;0,002918;-30,082529;0,0015637;-90,382804;0,0018869
2,02011E+13;0,2;-0,4;0,8;3,14159;1,5708;1,74533;-1,56452;-2,21094;2,09497;-3,02547;-1,40353;-0,000765626;21,99250031;189,14129;0,017732;-3275,5603;0,010898;-425,8229;0,011292;-90,231471;0,0024815;-30,028566;0,0042546;-90,248759;0,0068309
2,02011E+13;0,1;-0,4;0,8;2,96706;1,5708;1,5708;-2,14166;-0,327597;-2,13346;-0,680507;-0,826249;-0,000801388;21,99250031;282,49153;0,0050476;-3239,5791;0,0028001;-426,10878;0,0076175;-90,239788;0,0023742;-30,029164;0,00092713;-90,433248;0,0016601
2,02011E+13;0,1;-0,4;0,8;2,96706;1,5708;1,5708;-2,14141;-2,3396;2,13343;-2,93517;-0,826489;-0,000873391;21,99250031;282,59995;0,010285;-3242,1759;0,011621;-424,89503;0,0060678;-90,09958;0,0018054;-30,000344;0,0014983;-90,235664;0,0050629
2,02011E+13;0,1;-0,4;0,8;3,14159;1,39626;1,5708;-1,92483;-0,374089;-2,06381;-0,517798;-1,2232;-0,0648268;21,99250031;279,85276;0,0059395;-3240,5349;0,027226;-423,16697;0,016545;-100,77649;0,0040176;-19,646891;0,0012082;-94,016687;0,0021079
2,02011E+13;0,1;-0,4;0,8;3,14159;1,39626;1,5708;-1,92484;-2,32594;2,06381;-2,69361;-1,22319;-0,0648621;21,99250031;280,42409;0,0075564;-3242,8576;0,019723;-422,71409;0,0075408;-100,74885;0,0015791;-19,649967;0,00054838;-93,835637;0,0022037
2,02011E+13;0,1;-0,4;0,8;3,14159;1,74533;1,5708;-1,92483;-0,224108;-2,17239;-0,930859;-1,22318;0,0631996;21,99250031;279,75084;0,0044509;-3240,6014;0,017545;-428,73365;0,0075608;-79,490413;0,0011374;-19,763772;0,00098392;-86,73284;0,0017591
2,02011E+13;0,1;-0,4;0,8;3,14159;1,74533;1,5708;-1,92482;-2,26946;2,17241;-3,23016;-1,22316;0,0632235;21,99250031;280,57982;0,0074243;-3242,4535;0,0042536;-427,7206;0,008102;-79,480164;0,0024766;-19,674247;0,0017675;-86,561226;0,0037327
2,02011E+13;0,1;-0,4;0,8;3,14159;1,5708;1,39626;-1,72182;-0,263411;-2,11001;-0,768271;-1,5951;-0,00082523;21,99250031;276,9625;0,0018097;-3241,6152;0,0066185;-425,88017;0,0031316;-90,048767;0,0026816;-10,041719;0,00069391;-90,31799;0,0032723
2,02011E+13;0,1;-0,4;0,8;3,14159;1,5708;1,39626;-1,72177;-2,2553;2,10998;-2,99601;-1,59511;-0,000849072;21,99250031;278,05707;0,0033726;-3243,2252;0,010938;-425,42766;0,0097634;-90,124046;0,0037589;-9,9970581;0,0017161;-90,159481;0,003866
2,02011E+13;0,1;-0,4;0,8;3,14159;1,5708;1,74533;-2,14162;-0,327657;-2,13346;-0,680531;-0,826249;-0,000789467;21,99250031;282,49448;0,011534;-3239,5794;0,0083711;-426,10735;0,0077148;-90,239717;0,0026898;-30,028006;0,00071255;-90,431674;0,0016734
2,02011E+13;0,1;-0,4;0,8;3,14159;1,5708;1,74533;-2,14141;-2,33961;2,13343;-2,93517;-0,826465;-0,000909154;21,99250031;282,59798;0,0080641;-3242,1787;0,015706;-424,9161;0,010559;-90,095354;0,0038193;-30,001986;0,0016481;-90,233303;0,0052668
2,02011E+13;2,78E-17;-0,4;0,8;2,96706;1,5708;1,5708;-2,66947;-0,345474;-2,13866;-0,657355;-0,298163;-0,000849072;21,99250031;377,31426;0,0055279;-3205,2125;0,0041293;-425,9934;0,005925;-90,296126;0,0012152;-29,948112;0,0011114;-90,420636;0,0032999
2,02011E+13;2,78E-17;-0,4;0,8;2,96706;1,5708;1,5708;-2,6695;-2,36216;2,13865;-2,91793;-0,298247;-0,000837151;21,99250031;375,96231;0,0055776;-3207,5893;0,0059904;-424,58388;0,0062605;-90,096339;0,0049486;-29,919322;0,0035485;-90,28153;0,003525
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,39626;1,5708;-2,51785;-0,44928;-2,07541;-0,323901;-0,645366;-0,237267;21,99250031;374,26035;0,017617;-3206,4431;0,021013;-423,03222;0,0074447;-100,8421;0,0027958;-19,638342;0,0050124;-94,045531;0,0027487
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,39626;1,5708;-2,51789;-2,41124;2,0754;-2,51301;-0,645294;-0,237219;21,99250031;373,55141;0,0079437;-3208,4258;0,0093514;-422,50734;0,0088074;-100,73517;0,0013001;-19,654753;0,0021436;-93,852685;0,001303
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,74533;1,5708;-2,51786;-0,26509;-2,18115;-0,98819;-0,645331;0,235674;21,99250031;374,24093;0,0042397;-3206,1998;0,0031125;-428,70493;0,0040959;-79,58145;0,0020844;-19,737589;0,0015146;-86,790258;0,0023481
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,74533;1,5708;-2,51784;-2,31765;2,18112;-3,29782;-0,645355;0,235722;21,99250031;373,40292;0,00738;-3208,7664;0,0064878;-427,07469;0,0039947;-79,387831;0,0023618;-19,680397;0,0018176;-86,687465;0,0015943
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,5708;1,39626;-2,326;-0,345174;-2,13852;-0,657679;-0,991221;-0,000849072;21,99250031;371,62871;0,030722;-3207,137;0,030304;-425,7425;0,016875;-90,127664;0,0036113;-9,9871023;0,0014749;-90,340213;0,0074092
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,5708;1,39626;-2,32597;-2,36173;2,13855;-2,91831;-0,991197;-0,000849072;21,99250031;371,23171;0,012596;-3209,796;0,0025593;-424,63043;0,0040322;-90,024207;0,0010503;-9,9580437;0,00081488;-90,176931;0,0045644
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,5708;1,74533;-2,66948;-0,34545;-2,13866;-0,657403;-0,298139;-0,00082523;21,99250031;377,2855;0,0096168;-3205,2441;0,011893;-425,97418;0,0050257;-90,295738;0,0017636;-29,947473;0,0013325;-90,421803;0,0033758
2,02011E+13;2,78E-17;-0,4;0,8;3,14159;1,5708;1,74533;-2,66947;-2,36213;2,13868;-2,91789;-0,298235;-0,000849072;21,99250031;375,97453;0,0085926;-3207,5858;0,0045645;-424,58882;0,0064558;-90,09779;0,0034982;-29,918759;0,0037086;-90,281368;0,0036323
2,02011E+13;-0,1;-0,4;0,8;2,96706;1,5708;1,5708;-2,90109;-0,26383;-2,11021;-0,767576;-0,0667236;-0,000801388;21,99250031;471,09436;0,0092759;-3171,3097;0,005339;-425,797;0,0021365;-90,307079;0,0013109;-30,008366;0,000846;-90,404627;0,0028144
2,02011E+13;-0,1;-0,4;0,8;2,96706;1,5708;1,5708;-2,90117;-2,256;2,11025;-2,99599;-0,0666035;-0,000490014;21,99250031;470,02148;0,0075269;-3172,7707;0,0014585;-424,54901;0,0034711;-90,111712;0,0018456;-29,973471;0,0039261;-90,226634;0,0043905
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,39626;1,5708;-2,84531;-0,446485;-2,04972;-0,103052;-0,343314;-0,517048;21,99250031;468,66252;0,019586;-3172,2631;0,011157;-422,83848;0,018258;-100,88928;0,0047132;-19,613192;0,0027285;-94,033279;0,0064351
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,39626;1,5708;-2,84545;-2,38611;2,04972;-2,26292;-0,34329;-0,517108;21,99250031;467,14213;0,014442;-3174,0272;0,0048789;-422,27114;0,0064338;-100,734;0,0018599;-19,630042;0,0024514;-93,860667;0,0068465
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,74533;1,5708;-2,84532;-0,191908;-2,12069;-1,37122;-0,343277;0,515482;21,99250031;468,41441;0,016456;-3172,3152;0,0056145;-428,43879;0,0073454;-79,540154;0,0020988;-19,708872;0,0027718;-86,731278;0,0064109
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,74533;1,5708;-2,8454;-2,19315;2,12067;-3,61176;-0,343206;0,515673;21,99250031;467,59031;0,020088;-3173,7589;0,0068043;-426,99658;0,0054316;-79,400242;0,0020838;-19,624678;0,0018071;-86,555239;0,0032528
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,5708;1,39626;-2,76538;-0,327753;-2,13354;-0,680423;-0,551446;-0,000873391;21,99250031;466,04831;0,022199;-3173,0488;0,0048706;-425,64755;0,0074855;-90,174029;0,002325;-9,9829249;0,0017057;-90,32402;0,0039713
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,5708;1,39626;-2,76551;-2,3399;2,13354;-2,93517;-0,551302;-0,000873391;21,99250031;464,56933;0,0067791;-3175,2005;0,0024596;-424,32133;0,0048031;-90,021886;0,0018963;-9,9637132;0,0019598;-90,204452;0,0047254
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,5708;1,74533;-2,90109;-0,263855;-2,11019;-0,767599;-0,0666874;-0,000873391;21,99250031;471,08505;0,015337;-3171,308;0,0035577;-425,79815;0,002983;-90,305657;0,0026559;-30,013942;0,0040327;-90,406193;0,0037293
2,02011E+13;-0,1;-0,4;0,8;3,14159;1,5708;1,74533;-2,90117;-2,256;2,11026;-2,99599;-0,0665677;-0,000454251;21,99250031;469,99982;0,0048414;-3172,7798;0,0012589;-424,54531;0,004386;-90,111225;0,0029998;-29,976294;0,0026052;-90,223792;0,004128
2,02011E+13;-0,2;-0,4;0,8;2,96706;1,5708;1,5708;-2,98939;-0,1605;-2,04981;-0,931351;0,0214686;-0,000860993;21,99250031;564,91145;0,037665;-3137,285;0,016116;-425,48972;0,0039441;-90,30097;0,001617;-30,049579;0,00071721;-90,394307;0,011579
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,39626;1,5708;-2,96624;-0,390646;-1,99394;0,0316956;-0,247561;-0,774138;21,99250031;562,73855;0,0077514;-3138,0076;0,0058743;-422,59578;0,0086237;-100,90064;0,0029358;-19,681695;0,0018597;-93,998108;0,0026193
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,39626;1,5708;-2,96635;-2,28106;1,99391;-2,06553;-0,247537;-0,774306;21,99250031;561,10458;0,010928;-3139,508;0,0028328;-421,81199;0,0085949;-100,73548;0,0038661;-19,676577;0,001678;-93,855721;0,0032303
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,74533;1,5708;-2,96624;-0,107164;-2,00404;-1,81901;-0,247525;0,772475;21,99250031;562,3978;0,0067979;-3138,1781;0,010072;-428,0174;0,0082432;-79,541995;0,002788;-19,74047;0,0028825;-86,699956;0,0085919
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,74533;1,5708;-2,96635;-2,00647;2,00405;-3,9282;-0,247333;0,772727;21,99250031;560,89981;0,0033207;-3139,6496;0,002423;-426,53818;0,0076903;-79,388668;0,0014954;-19,659634;0,0010277;-86,633424;0,0022006
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,5708;1,39626;-2,93564;-0,232218;-2,09515;-0,814176;-0,38126;-0,000837151;21,99250031;559,74306;0,010412;-3139,0604;0,0074506;-425,41853;0,002888;-90,168543;0,0011948;-10,000438;0,00099886;-90,341137;0,0016223
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,5708;1,39626;-2,93573;-2,21151;2,09522;-3,02531;-0,381175;-0,000837151;21,99250031;558,94505;0,014621;-3140,3446;0,0057275;-424,35024;0,0020174;-90,054898;0,0020096;-9,9475977;0,0022748;-90,143685;0,0035376
2,02011E+13;-0,2;-0,4;0,8;3,14159;1,5708;1,74533;-2,98934;-0,160464;-2,04981;-0,931387;0,0214806;-0,000849072;21,99250031;564,90622;0,02325;-3137,2866;0,014526;-425,49156;0,0035947;-90,300582;0,0014811;-30,054849;0,00087369;-90,39564;0,0079213
2,02011E+13;-0,3;-0,4;0,8;2,96706;1,5708;1,5708;-3,03173;-0,073478;-1,96011;-1,10798;0,0636838;-0,000765626;21,99250031;659,28214;0,014536;-3102,9678;0,0071651;-425,15394;0,0027696;-90,282906;0,0010882;-30,070572;0,00053338;-90,312849;0,0048076
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,39626;1,5708;-3,01969;-0,319091;-1,91864;0,060429;-0,213062;-0,954593;21,99250031;656,83792;0,0066862;-3103,8548;0,0054114;-422,41086;0,010263;-100,88525;0,002196;-19,704803;0,0025399;-93,948443;0,0021879
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,39626;1,5708;-3,01975;-2,1423;1,9186;-1,95366;-0,213038;-0,954665;21,99250031;654,99536;0,0066849;-3105,3324;0,0023764;-420,98238;0,0076809;-100,71089;0,0019908;-19,667831;0,0033565;-93,902452;0,0053446
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,74533;1,5708;-3,01971;-0,0544885;-1,86197;-2,18933;-0,213062;0,952846;21,99250031;656,5484;0,0056527;-3104,0624;0,010439;-428,01051;0,0071432;-79,534467;0,0014275;-19,748853;0,0021592;-86,670321;0,0014081
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,74533;1,5708;-3,01978;-1,8265;1,86196;-4,14158;-0,212858;0,953062;21,99250031;655,21543;0,022231;-3105,227;0,0069683;-426,09992;0,0065909;-79,389701;0,0028382;-19,663125;0,0017893;-86,644315;0,00712
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,5708;1,39626;-3,00482;-0,131756;-2,02568;-0,984209;-0,312104;-0,000873391;21,99250031;654,06314;0,014307;-3104,7807;0,0077019;-425,13239;0,0022927;-90,191676;0,0019428;-9,9811687;0,0013496;-90,257735;0,0060447
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,5708;1,39626;-3,00491;-2,05014;2,02572;-3,1171;-0,31202;-0,000849072;21,99250031;652,49892;0,0068643;-3106,4098;0,0088366;-423,7804;0,0082712;-90,032264;0,0013934;-9,8964979;0,0028849;-90,181263;0,0018308
2,02011E+13;-0,3;-0,4;0,8;3,14159;1,5708;1,74533;-3,03173;-0,07349;-1,96014;-1,108;0,0636598;-0,000741784;21,99250031;659,2797;0,015471;-3102,9699;0,0084507;-425,16505;0,0021766;-90,283087;0,0016466;-30,072731;0,0011947;-90,311262;0,0061728
